place_id,destination,title,city,state,address,latitude,longitude,rating,reviews_count,description,image_url,category,source_url,data_source
1759,Kodaikanal,14. Bryant Park,Kodaikanal,Tamil Nadu,,,,,,"One of the most popular botanical gardens in Kodaikanal, the Brayant Park is known for its fauna, rafts and hybrids. The best time to visit this marvelous park is during the annual horticulture show that is held during the month of May.",https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Nature,,curated_places
1760,Kodaikanal,15. Silver Cascade Falls,Kodaikanal,Tamil Nadu,,,,,,"Just 8 km from Kodaikanal town, is the scenic Silver Cascade Falls, known for its celestial and exquisite flow of silvery waters. It is a delight to see the  pure crystalline water flowing down from a 180 ft tall cliff.",https://lh5.googleusercontent.com/p/AF1QipNfX1sWN6ArES64_sJNzvP6bGGyn2YvdKzj_IdP=w1920-h1080-k-no,Nature,,curated_places
1761,Kodaikanal,16. Silent Valley View,Kodaikanal,Tamil Nadu,,,,,,Silent Valley View is located in close proximity to the Pillar rock garden in Kodaikanal. The point is famous for proffering some astounding and stunning views of the Silent Valley.,https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Nature,,curated_places
1762,Kodaikanal,17. Kurinji Temple,Kodaikanal,Tamil Nadu,,,,,,"Kurunji Temple is mainly dedicated to Lord Murugu and is dexterously based at a distance of 3 km from the lake. Providing delightful views of small villages, Palani Hills and Northern plains, and carrots plantation on the terraced slopes, the temple is also associated with the Kurunji Flower which blooms once in 12 years carpeting the whole area with purple flowers.",https://lh5.googleusercontent.com/p/AF1QipM0qUI4ZXRVN6EKew0p9AOD7aLluJzZHxGyEkWi=w1920-h1080-k-no,Pilgrimage,,curated_places
1763,Kodaikanal,18. Kodaikanal Solar Observatory,Kodaikanal,Tamil Nadu,,,,,,"Established in the year 1899, the Kodaikanal Observatory is a part of the Indian Institute of Astrophysics and was earlier known as Solar Physics Observatory.",https://lh5.googleusercontent.com/p/AF1QipOL3afcJz8iugFXmXabyTPxjOLyYz4SWQaZxcjX=w1920-h1080-k-no,Culture,,curated_places
1764,Kodaikanal,19. Shembaganur Museum Of Natural History,Kodaikanal,Tamil Nadu,,,,,,Shenbaganur Museum in Kodaikanal makes up for one of the most famous tourist spots and is an interesting place to visit. The museum is also one of the best orchidoriums in the country and is located 5.6 km away from the Kodaikanal Lake.,https://lh5.googleusercontent.com/p/AF1QipOL3afcJz8iugFXmXabyTPxjOLyYz4SWQaZxcjX=w1920-h1080-k-no,Historical,,curated_places
1765,Kodaikanal,20. Subrahmanya Temple (Kartikeya Temple),Kodaikanal,Tamil Nadu,,,,,,"At a distance of 65 km from Kodaikanal lies the holy Subramanya temple, also known as Kartikeya Temple. Dedicated to Lord Subramanya, the temple is located at a height of 135 meters and the pilgrim needs to undertake a 659 step climb to reach the temple.",https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Pilgrimage,,curated_places
1766,Kodaikanal,21. Pine Forest,Kodaikanal,Tamil Nadu,,,,,,"Situated in the southwest of Kodaikanal, Pine Forest is one of the most famous tourist spots in the city. It showcases the mesmerising nature around which has been preserved to date which is why it is also an important preserved heritage in the town.",https://lh5.googleusercontent.com/p/AF1QipOL3afcJz8iugFXmXabyTPxjOLyYz4SWQaZxcjX=w1920-h1080-k-no,Historical,,curated_places
1767,Kodaikanal,22.  La Salette Church,Kodaikanal,Tamil Nadu,,,,,,"The Mother Salette church is one of the oldest churches, about 133 years old. Every year on 14th and 15th August, a grand celebration takes place in the church.",https://lh5.googleusercontent.com/p/AF1QipOL3afcJz8iugFXmXabyTPxjOLyYz4SWQaZxcjX=w1920-h1080-k-no,Pilgrimage,,curated_places
1768,Kodaikanal,23. Kukkal Caves,Kodaikanal,Tamil Nadu,,,,,,"The now camping site of trekkers was once the earliest settlement of the Paliyan tribals. Situated at the height of 6200 feet above sea level, the Kukkal caves reside on of the highest altitudes in Kodaikanal which is why it receives a yearlong frigid climate along with misty and never-ending rains.",https://lh5.googleusercontent.com/p/AF1QipOL3afcJz8iugFXmXabyTPxjOLyYz4SWQaZxcjX=w1920-h1080-k-no,Historical,,curated_places
1769,Kodaikanal,24. Moir Point,Kodaikanal,Tamil Nadu,,,,,,"Situated at the entrance of the forest which leads up all the way to the exquisite Berijam Lake, Moir Point is one of the most significant viewpoints present in Kodaikanal. Since this place offers terrific views of the valleys, it remains one of the most crowded places in Kodaikanal.",https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Nature,,curated_places
1770,Kodaikanal,25. Christ The King Church,Kodaikanal,Tamil Nadu,,,,,,"A prominent CSI Church situated in Kodaikanal, Christ the King Church has a history of over a hundred years. It is one of the deeply admired places for worship situated in the Queen of Hill Stations.",https://lh5.googleusercontent.com/p/AF1QipM0qUI4ZXRVN6EKew0p9AOD7aLluJzZHxGyEkWi=w1920-h1080-k-no,Pilgrimage,,curated_places
1771,Kodaikanal,27. Pambar Falls,Kodaikanal,Tamil Nadu,,,,,,"Also known as the Grand Cascade and situated at a distance of 4 km from the Kodaikanal Bus Station, the Pambar Falls are formed by the town reservoir flowing towards the south and forming the Fairy Falls which further continue to join the Vaigai River. The falls can be reached by following a steep and slippery path from behind the Pambar house.",https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Nature,,curated_places
1772,Kodaikanal,28. 80 Mile Round,Kodaikanal,Tamil Nadu,,,,,,"80 Mile Round is an exciting trekking route which begins at the Berijam Lake and lasts at the Poombaral Village of Kodaikanal. If you are an adventure lover, then 80 Mile Round is the perfect place for you to experience the adrenaline rush in your body.",https://lh5.googleusercontent.com/p/AF1QipNfX1sWN6ArES64_sJNzvP6bGGyn2YvdKzj_IdP=w1920-h1080-k-no,Nature,,curated_places
1773,Kodaikanal,30. Dolmen Circle,Kodaikanal,Tamil Nadu,,,,,,"Dolmen Circle is one of the most popular tourist attractions in Kodaikanal which promises a unique experience to all its visitors. Situated at a distance of 18 km from Berijam Lake and 8 km from Kodaikanal Lake, the Dolmen Circle boasts about its pre-historic remains which can date back to 5,000 BC.",https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Nature,,curated_places
1774,Kodaikanal,31. Lutheran Church,Kodaikanal,Tamil Nadu,,,,,,The Lutheran Church which is located in Lakshmipuram is one of the most iconic structures of the breathtaking hill station of Kodaikanal. The church is visited by a huge population of tourists which not only involves Christians but people belonging to other religions as well.,https://lh5.googleusercontent.com/p/AF1QipM0qUI4ZXRVN6EKew0p9AOD7aLluJzZHxGyEkWi=w1920-h1080-k-no,Pilgrimage,,curated_places
1775,Kodaikanal,32. Perumal Peak,Kodaikanal,Tamil Nadu,,,,,,"Perumal Peak which is situated at the height of 2,440 meters is the highest peak of the Perumalai Hills. Nestled in the majestic Western Ghats, it is a place that is worth trekking.  Situated around 18 km from Kodaikanal, Perumal Peak provides stunning views of the surrounding Western Ghats and the Nilgiri Hills.",https://lh5.googleusercontent.com/p/AF1QipM0qUI4ZXRVN6EKew0p9AOD7aLluJzZHxGyEkWi=w1920-h1080-k-no,Adventure,,curated_places
1776,Kodaikanal,33. Vattakanal Falls,Kodaikanal,Tamil Nadu,,,,,,"Vattakanal Falls situated at a distance of 3 km from the town of Kodaikanal is famous for its rich biodiversity. Surrounded by trees, hills and lush greenery all around, this attraction makes up for a perfect place to observe the wonder that is nature and all its elements closely.",https://lh5.googleusercontent.com/p/AF1QipNfX1sWN6ArES64_sJNzvP6bGGyn2YvdKzj_IdP=w1920-h1080-k-no,Nature,,curated_places
1777,Kodaikanal,34. Chettiar Park,Kodaikanal,Tamil Nadu,,,,,,"Chettiar is a small park which is managed by the Kodaikanal Township and offers a calm and soothing environment to its tourists. Covered with lush greenery and exquisite scenic views all around, this place is worth spending your time at with your loved ones.",https://lh5.googleusercontent.com/p/AF1QipMUZjA_dhrvS39zXwRdjOrlxNKxza0Dq3DHSQCr=w1920-h1080-k-no,Nature,,curated_places
1778,Kodaikanal,35. Poombarai,Kodaikanal,Tamil Nadu,,,,,,"Poombarai is a tiny village that is famous for its production of garlic. It is comfortably nestled among terraced fields and lush greenery. It stands at the height of 1,920 m in the Palani Hills and offers a picturesque view of the surroundings. You get to see colourful houses laid out in neverending greenery. Poombarai is as tranquil as it is mesmerising, and makes for a fantastic addition to any Kodaikanal trip.",https://lh5.googleusercontent.com/p/AF1QipOL3afcJz8iugFXmXabyTPxjOLyYz4SWQaZxcjX=w1920-h1080-k-no,Historical,,curated_places
1779,Dalhousie,1. Panch Pulla,Dalhousie,Himachal Pradesh,,,,,,"Surrounded by a cover of green pine and deodar trees, Panchpula is a popular picnic spot in Dalhousie, located at a distance of 3.5 km from Gandhi Chowk in Dalhousie. It is best known for Saptdhara Waterfall, the starting point of the Ganji Pahari trek and activities like Ziplining, and Burma Bridge.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Nature,,curated_places
1780,Dalhousie,2. Khajjiar,Dalhousie,Himachal Pradesh,,,,,,"This small town, very nearby to Dalhousie is also known as the 'Mini Switzerland' or the 'Switzerland of India'.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Culture,,curated_places
1781,Dalhousie,3. Kalatop wildlife sanctuary,Dalhousie,Himachal Pradesh,,,,,,"Thick deodar foliage, a plethora of wildlife, snowcapped mountains, carpets of verdant grasslands and easy on the eye streams of fresh water make up the Kalatop Wildlife Sanctuary. Also called the Kalatop Khajjiar Sanctuary, it is located in the picturesque hilly Chamba district of Himachal Pradesh.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Wildlife,,curated_places
1782,Dalhousie,4. Satdhara Falls,Dalhousie,Himachal Pradesh,,,,,,"Satdhara Falls are one of the most popular sightseeing attractions of Dalhousie. Perched at an altitude of 2036 masl, the place has derived its name from the seven beautiful springs believed to have therapeutic value. The water in these springs contains mica, having several medicinal properties that cure diseases and ailments.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Nature,,curated_places
1783,Dalhousie,6. Ganji Pahari,Dalhousie,Himachal Pradesh,,,,,,"Ganji Pahari is a scenic hill located near Dalhousie. The 1-2 hour trek to Ganji Pahari starts from Panchpula (about 3.5 km). The name Ganji Pahari was derived from its salient feature which is the complete absence of flora on the hill -'Ganji' meaning Bald in the local language, and 'Pahari' meaning Hill.  During winters, the same terrain is covered in a thick coat of snow.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Adventure,,curated_places
1784,Dalhousie,7. Dainkund Peak,Dalhousie,Himachal Pradesh,,,,,,"Being the highest point in Dalhousie at an elevation of 2755 masl, the peak offers a bird’s eye view of the astonishing verdant valleys and mountains. For nature fanatics seeking a serene and calm place, Dainkund Peak is worth exploring",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Nature,,curated_places
1785,Dalhousie,8. Paragliding at Khajjiar,Dalhousie,Himachal Pradesh,,,,,,"Paragliding is another one of the exciting activities and things to do in Dalhousie. The favourable months for paragliding are months of September to November and January and June, when the weather conditions are most ideal. Most of these activities are held at Khajjiar and you should definitely experience it when in the hill town.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Adventure,,curated_places
1786,Dalhousie,9. St. John Church,Dalhousie,Himachal Pradesh,,,,,,"Built in 1863, it is the oldest church in the town. Apart from its religious significance to the Protestant community, it also has great historical significance.",https://lh5.googleusercontent.com/p/AF1QipNrXPur0vnPgdKH-3ZIscAYdqUMmN_CcL-bD6lG=w1920-h1080-k-no,Pilgrimage,,curated_places
1787,Dalhousie,10. Subhash Baoli,Dalhousie,Himachal Pradesh,,,,,,"Named after the famous freedom fighter Subhash Chandra Bose, this is a perennial spring which has medicinal properties and believed to have cured the freedom fighter of his ill health.",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Culture,,curated_places
1788,Dalhousie,11. Sach Pass,Dalhousie,Himachal Pradesh,,,,,,Sach Pass connects Dalhousie with Chamba and Pangi Valleys in the North-Indian state of Himachal Pradesh. It is a mountain pass that runs over the Pir Panjal Mountain range at a distance of 150 kilometres away from Dalhousie and is one of the most difficult passes to cross in north India.,https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Nature,,curated_places
1789,Dalhousie,12. River Crossing and River Rafting,Dalhousie,Himachal Pradesh,,,,,,"River crossing is done across the river Ravi or Saal under the supervision of trained instructors while River Rafting too is a growing favorite in Chamba, usually done on the Rivers Ravi and Saal, too.",https://lh5.googleusercontent.com/p/AF1QipNrXPur0vnPgdKH-3ZIscAYdqUMmN_CcL-bD6lG=w1920-h1080-k-no,Nature,,curated_places
1790,Dalhousie,"13. Rock Garden, Dalhousie",Dalhousie,Himachal Pradesh,,,,,,"Rock Garden is a beautiful garden and a popular picnic spot in Dalhousie. Other than relaxing and revitalizing in the park, you can also try the several adventure sports available in the area including zip lining etc.",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Nature,,curated_places
1791,Dalhousie,14. Indo Tibetan Market,Dalhousie,Himachal Pradesh,,,,,,"Selling traditional Kashmiri shawls, embroidery, bags, carpets, and many handicrafts, the Tibetan market in Moti Tiba is one of Dalhousie's best places to shop. The starting prices for each of these articles are INR 300. The bustling Indo Tibetan market is in Gandhi Chowk, which also has other handloom and handicraft stores nearby, making it a fantastic shopping experience.",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Culture,,curated_places
1792,Dalhousie,15. Chamba,Dalhousie,Himachal Pradesh,,,,,,"This medieval town, just a little away from Dalhousie, is set against the beautiful backdrop of stunning hills and a flowing pristine river and has an alluring charm pertaining to the mystical temples and the local folklore.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Pilgrimage,,curated_places
1793,Dalhousie,16. Trekking,Dalhousie,Himachal Pradesh,,,,,,"Dalhousie offers some of the best trekking trails for beginners. There are dense forests of Deodar, pine and fir trees which look extremely quaint. The most preferred routes for trekking in Dalhousie is Dainkund-Jot-Khajjar- Kalatop.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Adventure,,curated_places
1794,Dalhousie,17. Dainkund to Jot Trek,Dalhousie,Himachal Pradesh,,,,,,"Traversing through the open meadows, across the picturesque landscape of the Pir Panjal range, the trek from Dainkund to Jot is one of the most enchanting experiences. The trail is 9 kms and marked well with serene views, overlooking the Chuwadi Valley.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Nature,,curated_places
1795,Dalhousie,18. City Shopping,Dalhousie,Himachal Pradesh,,,,,,"Gandhi Chowk, or GPO, is the bustling and vibrant street of Dalhousie. Unlike other hill stations, Dalhousie doesn't have a mall road, so Gandhi Chowk is the Mall Road of Dalhousie. For shopping in Dalhousie, the town has a number of local bazaars and centres at Gandhi Chowk. One can shop for simple local souvenirs, woollen clothes and every-day treasures.",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Culture,,curated_places
1796,Dalhousie,19. Cafe Dalhousie,Dalhousie,Himachal Pradesh,,,,,,"Cafe Dalhousie is one of the most popular cafes in Dalhousie known for its delicious food and perfect ambiance. Offering global cuisine options, the eatery also boasts of panoramic vistas of the adjacent hills and valleys. The most popular food at the cafe include snacks like grilled sandwiches, pizza and shakes etc.",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Nature,,curated_places
1797,Dalhousie,20. St Patricks Church,Dalhousie,Himachal Pradesh,,,,,,"An old-world charm, St Patricks Church is one of the largest churches in Dalhousie. Located near Balloon falls, Dalhousie Cantonment, the church is located 2 km away from the main bus stand on Military Hospital Road. Owing to its British architecture, it is known to have been established by a group of British army officers in 1909. Hosting over 300 people every Sunday, the dome-shaped shrine attracts not just the devotees but also many history buffs and architecture lovers.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Pilgrimage,,curated_places
1798,Dalhousie,21. Bakrota Hills or Upper Bakrota,Dalhousie,Himachal Pradesh,,,,,,"This is the highest area in Dalhousie and is circled by a road called Bakrota walk which leads to Khajjar. With a handful of estates here, the area does not have too much to attract tourists but is ideal for strolls and to look around and enjoy scenic views. The area is surrounded by deodar trees and hills all around.",https://lh5.googleusercontent.com/p/AF1QipNrXPur0vnPgdKH-3ZIscAYdqUMmN_CcL-bD6lG=w1920-h1080-k-no,Culture,,curated_places
1799,Dalhousie,22. Rock Climbing,Dalhousie,Himachal Pradesh,,,,,,"This adventure activity is popular and carried out at various places in Dalhousie, especially in Khajjiar.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Adventure,,curated_places
1800,Dalhousie,23. Garam Sadak,Dalhousie,Himachal Pradesh,,,,,,"Garam Sadak is a road in Dalhousie connecting Gandhi Chowk and Subhash Chowk which offers scenic vistas of the valley. Lined with tall trees and green vegetation, taking a walk on this scenic road is one of the most touristy things to do in Dalhousie. You will also be able to see beautiful 'Tibetan Rock Paintings' adorning the walls of the road on the side.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Nature,,curated_places
1801,Dalhousie,24. Chamunda Devi Temple,Dalhousie,Himachal Pradesh,,,,,,"The temple, dedicated to Goddess Kali is an important religious center for the town. The temple is said to have been where Goddess Ambika killed the demons- Munda and Chanda.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Pilgrimage,,curated_places
1802,Dalhousie,"25. St. Francis Church, Dalhousie",Dalhousie,Himachal Pradesh,,,,,,"Known as one of the prominent monuments in Dalhousie, St Francis Church, lies in the Moti Tiba area, a few miles away Subhash Chowk. It was constructed in the year 1894 by the civil officers built in the victorian era architecture. Surrounded by Deodar trees outside, the interiors are adorned with Belgian glass and exquisite stone works. The age-old carvings and dioramas tell a story of 100 years of history. Currently preserved by the catholic diocese and local authorities, the church is a popular tourist site in Dalhousie.",https://lh5.googleusercontent.com/p/AF1QipNrXPur0vnPgdKH-3ZIscAYdqUMmN_CcL-bD6lG=w1920-h1080-k-no,Pilgrimage,,curated_places
1803,Dalhousie,26. Laxmi Narayan Temple Dalhousie,Dalhousie,Himachal Pradesh,,,,,,"Built between 920 and 940 AD, the Laxmi Narayan Temple in Dalhousie is an ancient temple in the Chamba region. The temple has six shrines dedicated to Lord Vishnu and Shiva, constructed in the Shikhara style; the temple house beautiful idols, Shrines, Garb Griha and Mandapa. The idol of the main deity Lord Vishnu is made of rarefied marble. The temple's roof is designed to hold heavy snowfall that's common from December to February.",https://lh5.googleusercontent.com/p/AF1QipPGtEUj5yXG5CEnJOo0dEv0PUtdNzzAHCWZYmO_=w1920-h1080-k-no,Pilgrimage,,curated_places
1804,Dalhousie,27. Bhuri Singh Museum,Dalhousie,Himachal Pradesh,,,,,,"Named after the erstwhile sovereign of Chamba, the Bhuri Singh Museum is known to preserve its cultural heritage. Founded in 1908, the museum is located at the heart of Chamba and has a vast collection of inherited art. Possessing over 8500 antiques, objects related to archaeology, anthropology, craft and culture, Bhuri Singh Museum is an eloquent testimony to the past of Chamba.",https://lh5.googleusercontent.com/p/AF1QipOrei2Dr1j2wqpuxUYeCAPchqpV7GkMKC7IGhtT=w1920-h1080-k-no,Historical,,curated_places
1805,Dalhousie,28. Pohlani Devi Temple,Dalhousie,Himachal Pradesh,,,,,,"Lying close to the army base in Dalhousie, the Pohlani Devi Temple is a Hindu temple. This ancient temple is devoted to their deity Pohlani and worships ‘Trishul’ as a symbol of devotion. Reaching Pohlani Devi temple is through a small pathway through the hills; the views of the Pir Panjal range are breathtaking from above here. The 2km trail to the top has a small tea house surrounded by wild daisies on the way, which takes you 45 mins on an average journey.",https://lh5.googleusercontent.com/p/AF1QipMlxywR5rZC3PeTzWzY67CQaMAoFlb7uEixEJ0k=w1920-h1080-k-no,Pilgrimage,,curated_places
1806,Pachmarhi,2. Jata Shankar caves,Pachmarhi,Madhya Pradesh,,,,,,The Jata Shankar Caves in Pachmarhi are considered sacred as they are popularly believed to be the place where Lord Shiva concealed himself from the wrath of Bhasmasur.,https://lh5.googleusercontent.com/p/AF1QipNA8E9tSrhZ7KOboDvNjuOG4pO-BYaNei5vG4z1=w1920-h1080-k-no,Historical,,curated_places
1807,Pachmarhi,3. Pandava Caves,Pachmarhi,Madhya Pradesh,,,,,,These caves are believed to provide shelter to the Pandavas during their exile period. It is now a protected monument and tourists flock from all over India to see this place.,https://lh5.googleusercontent.com/p/AF1QipNA8E9tSrhZ7KOboDvNjuOG4pO-BYaNei5vG4z1=w1920-h1080-k-no,Historical,,curated_places
1808,Pachmarhi,4. Dhoopgarh,Pachmarhi,Madhya Pradesh,,,,,,"The highest point in the Satpura range, Dhoopgarh hilltop is a beautiful spot to see marvelous sunsets and sunrises. However, this point can only be reached by trekking. The trekking route is relatively tough as it passes through some waterfalls and valleys.",https://lh5.googleusercontent.com/p/AF1QipO7_1SG6mHmqwQhBecHW2Yqq5Yqm1RiNjVSI5UL=w1920-h1080-k-no,Nature,,curated_places
1809,Pachmarhi,5. Handi Khoh,Pachmarhi,Madhya Pradesh,,,,,,"One of the most beautiful ravines in Central India, Handi Khoh has a 300 feet high precipice in the middle of a dense forest. The place has a mythological history and is believed to be closely associated with Lord Shiva.",https://lh5.googleusercontent.com/p/AF1QipOLZGUduIAUjMES60599YamjQScMVtNnZV0-SQh=w1920-h1080-k-no,Culture,,curated_places
1810,Pachmarhi,6. Mahadeo hill,Pachmarhi,Madhya Pradesh,,,,,,"Situated at an altitude of 1363m, the Mahadeo hill in southern Madhya Pradesh is famous for an ancient shrine of Lord Shiva. The holy shrine holds a divine idol of Lord Shiva and one of the most beautiful shivalingams in the country.",https://lh5.googleusercontent.com/p/AF1QipOVooW-NpXs9KWV5xrSgzQg-93QFSu_iZzx0es=w1920-h1080-k-no,Pilgrimage,,curated_places
1811,Pachmarhi,7. Duchess falls,Pachmarhi,Madhya Pradesh,,,,,,"One of the most beautiful cascades in Pachmarhi, the Duchess Falls crash over a hundred meters creating a majestic roar. The beautiful waterfalls bifurcate into three different cascades and a tourist has to travel for 4km to reach the base of the first cataract.",https://lh5.googleusercontent.com/p/AF1QipM_Z3yLVnD1DvjDDRXCGYvjZEYY_iu3yPM2HdmD=w1920-h1080-k-no,Nature,,curated_places
1812,Pachmarhi,8. Satpura National Park,Pachmarhi,Madhya Pradesh,,,,,,"The Satpura National Park is an exclusive and pristine landscape that has been preserved primarily for the protection of flora and fauna. It is the perfect place for all those who are tired of the conventional sanctuaries and wildlife parks and want to have a unique experience, away from the usual hustle bustle of the city.",https://lh5.googleusercontent.com/p/AF1QipO7_1SG6mHmqwQhBecHW2Yqq5Yqm1RiNjVSI5UL=w1920-h1080-k-no,Nature,,curated_places
1813,Pachmarhi,9. Priyadarshini Point (Forsyth point),Pachmarhi,Madhya Pradesh,,,,,,This is the point from where Captain James Forsyth discovered Pachmarhi in the year 1857. It was only after this that Pachmarhi was recognized as a hill station and a resort. Priyadarshini point gives an eagle's eye view of the entire hill station and its serene landscape.,https://lh5.googleusercontent.com/p/AF1QipO7_1SG6mHmqwQhBecHW2Yqq5Yqm1RiNjVSI5UL=w1920-h1080-k-no,Culture,,curated_places
1814,Pachmarhi,10. Chauragarh Temple,Pachmarhi,Madhya Pradesh,,,,,,"Chauragarh Temple is a revered Shiva shrine atop the Chauragarh hill in Pachmarhi, MP. Shaivite devotees have to climb nearly 1300 steps to reach the temple at the crest. The shrine is known for the thousands of tridents stuck in the temple premises, offered by devotees over the years. The view of the sunrise from here is quite breathtaking, so are the surrounding forested valleys.",https://lh5.googleusercontent.com/p/AF1QipOVooW-NpXs9KWV5xrSgzQg-93QFSu_iZzx0es=w1920-h1080-k-no,Pilgrimage,,curated_places
1815,Pachmarhi,12. Bade Mahadev,Pachmarhi,Madhya Pradesh,,,,,,"In the lap of the rugged nature, the Bada Mahadev cave of Pachmarhi is a shrine for Lord Shiva, with idols of Brahma, Vishnu and Ganesh as well. The 60 ft tall cave is believed to be the place where Lord Vishnu killed Demon Bhasmasura. Natural water streams inside the cave forms a holy pool, bathing in which is supposed to wash off one's sins.",https://lh5.googleusercontent.com/p/AF1QipOVooW-NpXs9KWV5xrSgzQg-93QFSu_iZzx0es=w1920-h1080-k-no,Pilgrimage,,curated_places
1816,Pachmarhi,13. Reechgarh,Pachmarhi,Madhya Pradesh,,,,,,"Reechgarh is a huge cave hidden within the folds of the hill of Pachmarhi, which gets its name from a local legend. The myth says that once a giant bear (reech in Hindi) used to live in this cave. The climb up to the cave is covered with lush greenery, and the caves act as natural air conditioners with cool wind blowing through them.",https://lh5.googleusercontent.com/p/AF1QipNA8E9tSrhZ7KOboDvNjuOG4pO-BYaNei5vG4z1=w1920-h1080-k-no,Historical,,curated_places
1817,Pachmarhi,14. Bison Lodge,Pachmarhi,Madhya Pradesh,,,,,,"Bison Lodge once used to be the resident of British man Captain Forsyth, who came across Pachmarhi in 1857 while leading his troop and settled down here. The lodge now caters to tourists visiting the forests of Satpura hills, while the Museum is a grand display of pictures, models and samples of the flora and fauna of the place.",https://lh5.googleusercontent.com/p/AF1QipNA8E9tSrhZ7KOboDvNjuOG4pO-BYaNei5vG4z1=w1920-h1080-k-no,Historical,,curated_places
1818,Pachmarhi,15. Rajendragiri Sunset Point,Pachmarhi,Madhya Pradesh,,,,,,"Rajendragiri sunset point is a spectacular sunset viewpoint near Pachmarhi, named after the first president of India - Dr Rajendra Prasad as he was a frequent visitor to this spot. As the sun sets beyond the distant hills, you can simply take in the ambience of the place or get busy with your camera to capture the moment.",https://lh5.googleusercontent.com/p/AF1QipO7_1SG6mHmqwQhBecHW2Yqq5Yqm1RiNjVSI5UL=w1920-h1080-k-no,Nature,,curated_places
